City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
597,Cilegon,ID,81.1,overcast clouds,-6.0174,106.0538,Forbis Hotel
598,Terra Santa,BR,79.2,few clouds,-2.1042,-56.4869,Hotel Sarah
600,Obihiro,JP,72.81,heavy intensity rain,42.9172,143.2044,Tokachi Gardens Hotel
601,Bowling Green,US,76.93,clear sky,36.9903,-86.4436,Hilton Garden Inn Bowling Green
604,Bin Qirdan,TN,81.16,clear sky,33.1378,11.2197,Hôtel Palace
606,Cabedelo,BR,74.07,clear sky,-6.9811,-34.8339,Pousada Camboinha
612,Edeia,BR,72.77,overcast clouds,-17.3383,-49.9314,Hotel Sol Nascente
613,Altay,CN,75.54,clear sky,47.8667,88.1167,Jinqiao Hotel
614,Maridi,SS,66.09,broken clouds,4.9158,29.4742,
616,Nuevitas,CU,80.4,clear sky,21.5453,-77.2644,Hotel Caonaba
617,Challans,FR,73.6,clear sky,46.8436,-1.8749,Citotel Le Challans
619,Kota Kinabalu,MY,84.18,few clouds,5.9749,116.0724,Gaya Centre Hotel
621,Versoix,CH,70.14,clear sky,46.2833,6.1667,Genève Cottage
622,Omsukchan,RU,70.27,overcast clouds,62.5333,155.8,
623,Kyabe,TD,72.86,moderate rain,9.4515,18.9449,
625,Slave Lake,CA,73.38,clear sky,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
628,Bud,US,73.33,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
629,Kalmunai,LK,77.77,overcast clouds,7.4167,81.8167,VS Villa
630,Eureka,US,71.2,scattered clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
631,Bluefield,US,75.31,broken clouds,37.2698,-81.2223,Economy Inn
632,Sao Geraldo Do Araguaia,BR,80.53,few clouds,-6.4006,-48.555,Hotel Por do Sol
634,Tautira,PF,73.18,overcast clouds,-17.7333,-149.15,Pension Oaoa
635,Mareeba,AU,74.48,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
637,Matadi,CD,71.13,clear sky,-5.8167,13.45,Hotel Vivi Palace
639,Rock Island,US,75.18,clear sky,41.45,-90.5168,AmericInn by Wyndham Moline Airport/ Quad Cities
644,Santa Isabel Do Rio Negro,BR,75.18,broken clouds,-0.4139,-65.0192,Hotel GSA
645,Esmeraldas,BR,71.91,scattered clouds,-19.7625,-44.3139,Forasteiro Pousada
646,Mattru,SL,73.56,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
648,Nirmal,IN,73.09,overcast clouds,19.1,78.35,Hotel Mayuri
650,Ponta Delgada,PT,70.52,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
652,Kashi,CN,67.21,mist,39.4547,75.9797,帕米尔青年旅舍
653,San Quintin,MX,76.08,clear sky,30.4833,-115.95,Don Eddie's / Hotel - Restaurant
655,Khandyga,RU,67.62,overcast clouds,62.6667,135.6,Apel'sin
656,Camacha,PT,67.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
657,Dossor,KZ,79.74,few clouds,47.5272,52.9811,"Gostinitsa Orpk ""Nauryz"""
660,Gallup,US,77.76,broken clouds,35.5281,-108.7426,Quality Inn & Suites Gallup I-40 Exit 20
661,Port Blair,IN,82.44,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
663,Bonthe,SL,75.36,light rain,7.5264,-12.505,Bonthe Holiday Village
665,Candolim,IN,77.0,overcast clouds,15.5181,73.7626,Resort Terra Paraiso
666,Ugoofaaru,MV,80.82,broken clouds,5.6667,73.0,Ungoofaaru Inn
667,Porbandar,IN,81.41,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
668,Balakovo,RU,67.57,few clouds,52.0278,47.8007,Victoria Hotel
671,Vila,PT,65.7,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
672,Taman,RU,78.58,overcast clouds,45.2117,36.7161,Staryy Gorod G. Taman'
675,Panalingaan,PH,84.63,broken clouds,8.7842,117.4231,I Love Panalingaan View Deck
676,Gurupa,BR,75.94,broken clouds,-1.405,-51.64,Hotel Vitória
677,Evensk,RU,65.97,overcast clouds,61.95,159.2333,
678,Kirakira,SB,82.69,broken clouds,-10.4544,161.9205,SanBiz Lodge
680,Huntington,US,79.54,few clouds,38.4193,-82.4452,Ramada Limited Huntington
681,Mao,ES,72.16,clear sky,39.8885,4.2658,ARTIEM Capri
682,Zhuhai,CN,83.98,scattered clouds,22.2769,113.5678,珠海粤财假日酒店
683,Maceio,BR,71.04,clear sky,-9.6658,-35.7353,Hotel Ponta Verde Maceió
687,Sal Rei,CV,78.4,scattered clouds,16.1833,-22.9167,Marine Club Beach Resort
688,Santiago,CL,67.55,clear sky,-33.4569,-70.6483,Hotel Panamericano
690,Mangrol,IN,80.01,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
694,Aksay,RU,66.42,clear sky,47.26,39.87,Chernaya Zhemchuzhina
698,Paris,FR,74.08,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
700,Hibbing,US,76.35,clear sky,47.4272,-92.9377,Mitchell-Tappan House - Carriage House Rentals
701,Klamath Falls,US,84.87,clear sky,42.2249,-121.7817,"Holiday Inn Express & Suites Klamath Falls Central, an IHG Hotel"
702,Hoquiam,US,71.37,clear sky,46.9809,-123.8893,Econo Lodge Inn & Suites
704,La Union,PE,65.8,scattered clouds,-5.4,-80.75,Los Portales
